CompoundId	X.RESPONDER_AvgIntenCh2	X.RESPONDER_AvgIntenCh2.1	X.RESPONDER_AvgIntenCh2.2	X.RESPONDER_AvgIntenCh2 log	X.RESPONDER_AvgIntenCh2.1 log	X.RESPONDER_AvgIntenCh2.2 log	up_down
MBD1	0.037299515	0.094464387	0.24344569300000002	-4.744699318319517	-3.4040856528446013	-2.038328117971045	
MAN2B1	0.036264733	0.0	0.095638868	-4.7852889627064	-100000.0	-3.386259135639564	
MB	0.09144111199999999	0.036717459	0.14856081699999998	-3.4510132417436514	-4.767389968031263	-2.750874440477378	
MANBA	0.03705076	0.018754688999999998	0.075386355	-4.754353053802709	-5.736604850095939	-3.7295527717884642	
MAOA	0.09622786800000001	0.038910506	0.0	-3.377401424645684	-4.683696448247197	-100000.0	
NPPA	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
NDUFB2	0.159968006	0.065530799	0.021510002	-2.6441447035287657	-3.931683067533772	-5.538848530871959	
NDUFB1	0.060253062999999996	0.147804054	0.06253908700000001	-4.052821606314486	-2.758242254324235	-3.999098032075362	
MTIF2	0.057055915	0.019331142	0.07520210599999999	-4.131479730976553	-5.692929321544229	-3.7330831253024983	
NDUFAB1	0.0	0.036893562000000005	0.0	-100000.0	-4.760487104681994	-100000.0	D
MYO1F	0.041588688	0.0	0.0	-4.587665016830602	-100000.0	-100000.0	D
NDUFA10	0.018649758	0.055886736	0.0	-5.744699279640864	-4.161350271244252	-100000.0	D
MTTP	0.036409976000000004	0.485524186	0.29320139300000003	-4.779522399958855	-1.0423849307502882	-1.7700361371543212	
NDUFA9	0.03553029	0.374404357	0.0	-4.814806725708618	-1.4173308710084633	-100000.0	
MTR	0.0	0.107816712	0.0	-100000.0	-3.2133472762512	-100000.0	
NEB	0.0	0.711938664	0.271591526	-100000.0	-0.4901751415534739	-1.8804896285171566	
MTRR	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
NDUFA8	0.113636364	0.377263581	0.09252833699999999	-3.1375035191333107	-1.4063552580487757	-3.4339609280518455	
MTX1	0.079824386	0.0	0.10054293199999999	-3.6470266389810706	-100000.0	-3.3141164287284886	
NDUFA7	0.0	0.051831375	0.0	-100000.0	-4.270030523249319	-100000.0	D
MUC4	0.116459627	0.38409832899999996	0.038197097	-3.1020981916967543	-1.3804524073752114	-4.710393192949572	
NDUFA6	0.020733983	0.081267777	0.08016032099999999	-5.591858904857328	-3.6211727584758555	-3.6409679039938383	
TRIM37	0.267891313	0.136798906	0.173210162	-1.900280295696689	-2.869871402051605	-2.5294045214223977	
NDUFB3	0.0	0.078905839	0.05200208	-100000.0	-3.663724126739367	-4.265286859873484	
NRXN1	0.12406947900000001	0.018181818	0.053937433	-3.0107798376856487	-5.78135972795161	-4.212569327568931	
COX5A	0.076045627	0.38439361899999996	0.13508298	-3.7169909015462803	-1.3793437075620278	-2.888082183483822	
NSF	0.0	0.040112313999999996	0.0	-100000.0	-4.639810995000263	-100000.0	D
SLC22A8	0.274674968	0.25279884399999997	0.21482277100000002	-1.864202655852495	-1.9839382285213991	-2.2187811692195503	
NTHL1	0.387096774	0.13149243900000002	0.38848263299999997	-1.3692338103870667	-2.9269482499767583	-1.3640779900634152	
NTS	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
CHMP1A	0.05520795	0.0	0.07610350099999999	-4.178980158283399	-100000.0	-3.715893366017543	
NUCB1	0.150206534	0.0	0.116708812	-2.7349805232844067	-100000.0	-3.0990146002624526	
NUCB2	0.774907749	0.133358735	0.148148148	-0.3679035238320184	-2.9066157703475337	-2.7548875036061635	
PCMT1	0.111172874	0.0	0.112930548	-3.1691232791251642	-100000.0	-3.146492303312744	
NUP88	0.025310047999999998	0.078186083	0.079470199	-5.304145946281233	-3.6769443568418816	-3.6534422327129183	
PCK2	0.0	0.127226463	0.055710305999999994	-100000.0	-2.974529313666892	-4.165911949467363	
NVL	0.052714813	0.211976683	0.0	-4.245647769871317	-2.238022514864589	-100000.0	
PCK1	0.043383948	0.024539877	0.069670228	-4.526694843522203	-5.348728171904092	-3.8433139051690706	
OAS1	0.12552301300000002	0.0	0.109817703	-2.9939762072266176	-100000.0	-3.186817454281711	
SERPINA5	0.018709074	0.074349442	0.055596738	-5.740118035186844	-3.7495342750270066	-4.1688559508777265	
OAS2	0.204081633	0.14784697800000002	0.221934529	-2.2927817467752645	-2.757823339890206	-2.1717939526263295	
OAS3	0.17257909899999999	0.09398496199999999	0.077429346	-2.534670344130243	-3.4114262519589076	-3.6909757331640005	
NPHS1	0.22501406300000001	0.17090771	0.22641509399999998	-2.1519129246168522	-2.5487106134504507	-2.1429579560060854	
NPC1	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
MVD	0.112338513	0.05589714900000001	0.09197939699999999	-3.1540754833663383	-4.161081488610615	-3.442545450069068	
NPAS1	0.020951183999999998	0.058651025999999995	0.0	-5.576824413503476	-4.091699843802867	-100000.0	D
MX2	0.0	0.0	0.019146085	-100000.0	-100000.0	-5.706806770392845	D
NOVA2	0.0	0.040899796	0.020521239	-100000.0	-4.611762542463992	-5.606738351364206	D
MYB	0.5602782070000001	0.103114044	0.10688328300000001	-0.8357847173727798	-3.2776872555924346	-3.2258918678246795	
NOVA1	0.06550218299999999	0.0	0.0	-3.932313201433135	-100000.0	-100000.0	D
MYBL1	0.038248231	0.0	0.019642506	-4.708463165800678	-100000.0	-5.669877188679356	D
NOTCH4	0.141093474	0.09147457	0.074087794	-2.8252768344190193	-3.4504854609575677	-3.754620312374239	
MYBPC1	0.392927308	0.46956835799999996	0.254129606	-1.3476656579456432	-1.0905928995878436	-1.9763636362954127	
NOTCH3	0.021263024	0.023457659	0.0	-5.555509400076006	-5.4137971456158684	-100000.0	D
MYBL2	0.072912869	0.07446016400000001	0.073773515	-3.7776827194756395	-3.747387396017126	-3.760753214086239	
NOTCH2	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
MYBPC2	0.018234865	0.164533821	0.290644868	-5.7771566709096644	-2.603543925068277	-1.7826706601738027	
MYBPC3	0.037914692	0.0	0.0	-4.721099186543143	-100000.0	-100000.0	D
NDUFS2	0.04311274	0.021877051	0.0	-4.535741934871523	-5.5144379120836495	-100000.0	D
PRDX6	0.060777958	0.203169443	0.395092535	-4.040307985344956	-2.299244660038021	-1.3397375070385538	
CREB5	0.041442188	0.021853147000000003	0.0	-4.592756015577021	-5.516015137308754	-100000.0	D
TBC1D25	0.089670014	0.072202166	0.310275598	-3.4792305667924515	-3.791814072460252	-1.6883778560571705	
KIF20B	0.054894785	0.09219988900000001	0.14831294	-4.187187089943162	-3.4390911759882883	-2.753283619418404	
OAZ1	0.268817204	0.19809112199999998	0.20298948100000003	-1.8953026229491254	-2.3357638715685303	-2.300523126601709	
RBM39	0.050825920999999996	0.0	0.080840744	-4.29829173685978	-100000.0	-3.628773590469605	
OAZ2	0.021057065	0.208140611	0.0	-5.569551826774202	-2.264369613369332	-100000.0	D
APOBEC3B	0.036907178	0.036900369	0.21949881100000002	-4.759954759453487	-4.7602209466107785	-2.187714970019893	
OCA2	0.106269926	0.0530129	0.125022325	-3.2341947176735486	-4.237512726297005	-2.9997423576724724	
SOX13	0.16586804300000002	0.0	0.199123855	-2.5918921389520824	-100000.0	-2.328262028883525	
ODF1	0.095657165	0.24870862800000001	0.037800038	-3.3859831550995634	-2.0074715376465773	-4.725468505000758	
GTPBP1	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
OMD	0.0	0.054629883	0.063391442	-100000.0	-4.194165856533812	-3.979568103629789	
BCAR1	0.0	0.0	0.037202381	-100000.0	-100000.0	-4.748461231157386	D
OGDH	0.140760105	0.262573218	0.099127676	-2.8286895995083836	-1.929208323473908	-3.334568282175573	
PCDH9	0.237920937	0.12862918	0.07256894	-2.0714458606317394	-2.9587101344461724	-3.784503992739893	
OGG1	0.089879561	0.140696447	0.320512821	-3.4758631118153125	-2.8293421981551465	-1.6415460268946274	
OGN	0.018261505	0.055824339	0.090975255	-5.775050521573983	-4.162961926164375	-3.4583819998856358	
NOS3	0.040816327	0.0	0.020429008999999998	-4.614709827524216	-100000.0	-5.613236968349801	D
NOS2	0.075872534	0.0	0.0	-3.7202784679455934	-100000.0	-100000.0	D
MYCL1	0.127737226	0.018315018	0.146520147	-2.968749069148269	-5.770829070846846	-2.770829041307664	
NOS1	0.036845984	0.47402351200000004	0.096674401	-4.762348807334206	-1.0769694749947563	-3.370722269458178	
MYCN	0.055330135999999995	0.111152279	0.127713921	-4.17579071988366	-3.169390566060999	-2.9690123054532624	
NONO	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
MYD88	0.037936267	0.0	0.115718419	-4.720278467945594	-100000.0	-3.1113095771574106	
NOP2	0.0	0.036703982	0.074822297	-100000.0	-4.767919600820258	-3.740387933326757	
MYF5	0.28243601100000004	0.0	0.0	-1.8240040488457538	-100000.0	-100000.0	D
NNMT	0.036907178	0.018761726	0.0	-4.759954759453487	-5.736063633931133	-100000.0	D
MYF6	0.09317927699999999	0.221934529	0.0	-3.4238470534962153	-2.1717939526263295	-100000.0	
NMT1	0.0	0.059654007	0.0	-100000.0	-4.067237141797697	-100000.0	D
MYH1	0.0	0.308810173	0.0	-100000.0	-1.695207815419624	-100000.0	D
NQO2	0.0	0.037181632	0.055319934	-100000.0	-4.749266094433042	-4.176056754507024	
MYH2	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
NMB	0.142095915	0.088952144	0.196815173	-2.8150630145779827	-3.490826810804036	-2.345086648762779	
MYH3	0.18936133600000002	0.239890336	0.154453407	-2.4007863050278453	-2.059553055162237	-2.694756399980132	
NKX6-1	0.332963374	0.23936659899999999	0.091041515	-1.5865646054426916	-2.062706240930599	-3.4573316243885652	
MYH4	0.041701418	0.414421881	0.10928961699999999	-4.583759748388089	-1.2708279172084356	-3.193771749816673	
SEPT2	0.0	0.0	0.020157226	-100000.0	-100000.0	-5.632559078288442	D
SPAG7	0.061766523	0.060667341	0.0	-4.017031069895179	-4.042936109163408	-100000.0	
ATP5J2	0.044812906	0.0	0.044395117000000005	-4.479941905242565	-100000.0	-4.493455185886081	
OMG	0.0	0.020559211	0.041425021	-100000.0	-5.604071290429168	-4.593353760967993	D
ATP6V1G1	0.45034902	0.0	0.0	-1.1508845728775634	-100000.0	-100000.0	D
OPA1	0.179920835	0.41213937799999995	0.037043897	-2.4745658331967686	-1.2787957818847067	-4.754620312374239	
RAB3D	0.0	0.25107604	0.03628447	-100000.0	-1.9938037350253708	-4.784503992739893	
OPCML	0.18176310199999998	0.0	0.029146022	-2.459868733443194	-100000.0	-5.10055719940219	
TP53I3	0.29485144	0.0	0.155118925	-1.7619398548540866	-100000.0	-2.688553384412426	
TNFRSF11B	0.019778481	0.367931836	0.305576776	-5.659924559325703	-1.442489581250599	-1.7103931929495715	
PTGES	0.1171875	0.118180028	0.158227848	-3.0931094043914817	-3.080941849049658	-2.659924559325703	
OPHN1	0.0	0.194449355	0.219258177	-100000.0	-2.362533645612	-2.189297447440296	
POLR1C	0.02151926	0.136116152	0.022517451	-5.538227722135121	-2.8770898228457886	-5.472812667764925	D
VPS4B	0.110578695	0.055637982	0.074487896	-3.1768546440221628	-4.167786095764264	-3.7468501776158094	
ORC2L	0.0	0.04411116	0.021186441	-100000.0	-4.5027124900056075	-5.5607149325455145	D
EEF1E1	0.0	0.020678246	0.0	-100000.0	-5.595742373291171	-100000.0	D
ORC4L	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
PAX7	0.02962963	0.026716537999999998	0.028835062999999998	-5.0768155790171425	-5.226123118108905	-5.116032015318368	
ORC5L	0.124157503	0.0	0.017686594	-3.0097566467933525	-100000.0	-5.821199942335323	D
SLC22A18	0.080064051	0.12287528199999999	0.040791352	-3.642701576175745	-3.0247333673181727	-4.615592864763176	
NIT1	0.041347943	0.020044097	0.0	-4.596040630572016	-5.640678765200307	-100000.0	D
MYH8	0.019504584	0.0	0.09737098300000001	-5.680042961344943	-100000.0	-3.3603642831654406	D
NINJ2	0.32660903	0.441146982	0.11783189300000001	-1.6143634161857745	-1.1806686797554125	-3.0851980154348677	
MYH9	0.094667087	0.09386733400000001	0.06682258599999999	-3.4009932601236046	-3.4132330050097113	-3.9035203744591516	
NINJ1	0.020024029	0.18200202199999999	0.11904761900000001	-5.642123904236827	-2.4579736163690598	-3.070389328468476	
MYH10	0.018198362	0.18063583800000002	0.03615329	-5.780047587747699	-2.4688439441749597	-4.789729249355997	
NHLH2	0.318471338	0.187863986	0.28163725100000003	-1.6507645572125451	-2.412239569901876	-1.8280899289565202	
MYH11	0.0	0.020316944	0.231189575	-100000.0	-5.621172776228218	-2.1128517508329256	D
NHLH1	0.290577003	0.141729095	0.312695435	-1.7830075659382965	-2.818792141123612	-1.6771699371879998	
MYL1	0.0	0.040683483	0.021925016000000002	-100000.0	-4.619412993083619	-5.511278294283177	D
NGFR	0.089265789	0.0	0.0	-3.4857488195419513	-100000.0	-100000.0	D
MYL2	0.150234742	0.037237014	0.12829912	-2.7347096181519643	-4.747118800554445	-2.962416819829915	
NGF	0.097238429	0.0	0.057372347000000004	-3.362329604637391	-100000.0	-4.123500652506435	
MYL3	0.15980823	0.159077351	0.115229499	-2.645586387031696	-2.652199651587994	-3.1174179977853607	
MYL4	0.13148009	0.111028868	0.01866368	-2.927083745810797	-3.170993262405002	-5.743622713000648	
NFYA	0.126454224	0.107238606	0.128733265	-2.983312866173499	-3.2211037239973153	-2.9575431971215136	
MYL5	0.0	0.061677632	0.0	-100000.0	-4.0191088130989066	-100000.0	D
NF1	0.0	0.21314387199999998	0.102704553	-100000.0	-2.2301005172411483	-3.283427955637069	
FXR2	0.055689623	0.037216226	0.115384615	-4.166447663666491	-4.747924426885531	-3.1154772222289195	
MAGED1	0.054215234	0.026184865	0.223526125	-4.205157896716799	-5.255123022999016	-2.1614846361620277	
ORM1	0.0	0.0	0.041536864	-100000.0	-100000.0	-4.589463891801941	D
MYOT	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
OSBP	0.16378525900000002	0.37580529700000004	0.238882764	-2.6101225774969317	-1.4119426931060453	-2.065625331460578	
OTC	0.0	0.0	0.023590469	-100000.0	-100000.0	-5.40565208882142	
SLC4A7	0.125111707	0.284798861	0.297202797	-2.9987113026608676	-1.811984718361624	-1.7504804016251148	
OTX1	0.018814675	1.3894249319999998	0.0	-5.73199782090775	0.4744878905608532	-100000.0	D
TBX4	0.0	0.018456995	0.054694622000000005	-100000.0	-5.759688504152666	-4.192457206763672	D
OTX2	0.0	0.119904077	0.0	-100000.0	-3.0600473805248636	-100000.0	
AKAP5	0.215130871	0.072072072	0.24928774899999998	-2.216713530410339	-3.794415867792801	-2.0041161101375145	
OXCT1	0.035663337999999996	0.035498758	0.052128584000000006	-4.809414447813782	-4.816087640047148	-4.261781518099447	
PGS1	0.088245676	0.108972031	0.053295434	-3.5023306010927673	-3.1979701976412156	-4.229844252057229	
OXT	0.03617945	0.036630037000000004	0.289383252	-4.788685713498924	-4.77082903146127	-1.7889466662994258	
SERPINB2	0.024230676	0.0	0.07532011	-5.367021535367499	-100000.0	-3.730821082861105	
P2RY11	0.036317414	0.05409304	0.054945055	-4.783194711325403	-4.208413211313035	-4.185866543868639	
P4HA1	0.0	0.0	0.070521862	-100000.0	-100000.0	-3.825785622905875	D
NFKBIL1	0.09269558800000001	0.09304056599999999	0.054914882000000005	-3.431355516749144	-3.4259963164920824	-4.186659015442025	
NFKBIE	0.201060135	0.163013947	0.432198811	-2.3143010338263883	-2.6169326923515492	-1.2102329916088757	
MYO1C	0.098193244	0.059090014	0.019968051	-3.3482324237173966	-4.080941849049657	-5.6461626656986486	
MYO1D	0.055865922	0.195503421	0.0	-4.161887676894652	-2.3547342422572752	-100000.0	
NFIX	0.27299454	0.039627501	0.082118661	-1.873055997931595	-4.657354199218357	-3.6061460862494115	
MYO1E	0.09060022699999999	0.021992522999999996	0.089665994	-3.4643415248082476	-5.506843068947332	-3.479295245761611	
NFIC	0.0	0.07235889999999999	0.054298643	-100000.0	-3.7886857134989245	-4.202940046287144	
MYO5A	0.129581636	0.162103746	0.036101083	-2.94806681747463	-2.625010664900636	-4.791814072460252	
NFIB	0.067598017	0.08622548	0.067340067	-3.8868752643653077	-3.535741934871523	-3.8923910331990133	
MYO5B	0.0	0.092319055	0.018073378	-100000.0	-3.4372277334883763	-5.789990011829726	D
MYO6	0.127994149	0.198986975	0.035733429	-2.965850233112227	-2.3292540948616267	-4.806581827378855	
NFE2	0.538492222	0.0	0.05794861900000001	-0.8930025883037067	-100000.0	-4.109081909657589	
MYO7A	0.020024029	0.019550342	0.0	-5.642123904236827	-5.676662344524024	-100000.0	D
NFIA	0.025303644	0.053619303	0.29739777	-5.304511026113431	-4.221103723997316	-1.7495342653248824	
MYO7B	0.041305246000000004	0.041867281	0.020325203	-4.597531166058558	-4.5780329620521245	-5.620586428341296	
NF2	0.084584479	0.063640221	0.0	-3.5634632323874555	-3.9739173441269706	-100000.0	
MYO9A	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
NFRKB	0.0	0.053106745	0.035329447	-100000.0	-4.234961082793	-4.822985022391659	
CHST10	0.314218382	0.0	0.099920064	-1.6701605130951063	-100000.0	-3.3230817887650725	
SLC25A27	0.090041419	0.05399568	0.072371992	-3.4732673967750625	-4.21101220271876	-3.788424708218492	
PA2G4	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
ONECUT2	0.0	0.112401649	0.018768768999999998	-100000.0	-3.1532648939666763	-5.735522159522535	D
PEBP1	0.018642804	0.055381207	0.072072072	-5.74523732266567	-4.174459693059073	-3.794415867792801	
MAPK8IP1	0.04311274	0.086467791	0.11148272	-4.535741934871523	-3.5316933566560103	-3.1651079874528487	
PABPC3	0.0	0.070838253	0.0	-100000.0	-3.819327556726609	-100000.0	
MED20	0.037544584	0.074046649	0.072714052	-4.7352513832307315	-3.755421742315605	-3.781621997683053	
PAEP	0.0	0.0	0.020283976000000002	-100000.0	-100000.0	-5.623515717253272	D
AKAP6	0.07328691799999999	0.0	0.01775253	-3.7703004951115	-100000.0	-5.815831544968668	D
PAFAH1B1	0.495178525	0.07888509099999999	0.10887316300000001	-1.013979346061775	-3.6641035279746714	-3.1992797182276167	
EIF4E2	0.017749379	0.0	0.141743444	-5.816087640047147	-100000.0	-2.818646086544693	D
PAFAH1B2	0.0	0.0	0.042607584000000004	-100000.0	-100000.0	-4.552745941826732	D
CHST3	0.151416829	0.14992503699999998	0.18545229800000002	-2.723402534441129	-2.7376867660409117	-2.430879950030191	
PAFAH1B3	0.127203344	0.091307524	0.10768126300000001	-2.9747914973090945	-3.453122442487017	-3.2151608582704885	
PCYT1B	0.318326512	0.021523892000000003	0.0	-1.6514207772534706	-5.53791721683313	-100000.0	D
PRDX1	0.036859565	0.294388224	0.183621006	-4.761817144743319	-1.7642081324482592	-2.4451969842918375	
P4HB	0.263104635	0.058343057000000004	0.05828638	-1.9262914308282042	-4.0992952086947145	-4.100697387001878	
PAH	0.13167795300000001	1.57987127	0.076584339	-2.9249142812608047	0.6598070104918164	-3.7068067892308356	
NEUROG1	0.207860922	0.0	0.056529112	-2.2663095388844106	-100000.0	-4.1448621554960345	
MYOC	0.053361793	0.086745316	0.14114326	-4.228049046701452	-3.527070331403865	-2.8247678573271098	
NEUROD1	0.0	0.0	0.10970927	-100000.0	-100000.0	-3.1882426619630553	D
MYOD1	0.354543758	0.154188796	0.08617718	-1.49596439815966	-2.697230158055259	-3.53655030026795	
NEU1	0.152788388	0.018129079	0.07384161	-2.7103931929495717	-5.785550555144016	-3.7594221807550974	
MYOG	0.182038835	0.0	0.19880715699999998	-2.4576818363026187	-100000.0	-2.330558400449184	
NEO1	0.231303007	0.09267840599999999	0.27624309399999997	-2.112144073375909	-3.4316229586456983	-1.8559896969045264	
NAGA	0.025886617	0.0	0.0	-5.271649751235163	-100000.0	-100000.0	D
NELL2	0.018779343	0.0	0.072886297	-5.734709598946087	-100000.0	-3.778208583842394	D
NAGLU	0.200656695	0.017667845	0.105097215	-2.317198801803787	-5.822730108991754	-3.250203655453343	
NEFL	0.146443515	0.5780346820000001	0.038087983	-2.7715837875320943	-0.790772038063977	-4.714520299692988	
HNRNPM	0.119521912	0.14957265	0.114942529	-3.064652962574159	-2.741081698516452	-3.1210153976431676	
NELL1	0.039455514	0.09645061699999999	0.055504162999999995	-4.663629255453273	-3.374065722469832	-4.171260207245014	
NAIP	0.166310287	0.06986492799999999	0.267976775	-2.588050686665749	-3.8392877813618185	-1.8998201242201977	
NEFH	0.018639329	0.018416206	0.018241518	-5.745506264642869	-5.76288031340327	-5.776630398871482	D
NARS	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
NEDD9	0.115207373	0.0	0.057915058	-3.117695046074515	-100000.0	-4.109917689962082	
NASP	0.063157895	0.204498978	0.667501043	-3.9848931015985625	-2.2898344616861874	-0.5831580038103886	
NKX2-2	0.022773856000000002	0.082678793	0.150829563	-5.456477604883709	-3.596338862279203	-2.7290088664570136	
RASAL2	0.018106102	0.18165304300000001	0.052910053	-5.787380202877663	-2.4607425613154223	-4.240314326881129	
ARHGEF6	0.073556455	0.184195985	0.162719219	-3.765004237990606	-2.440686480166684	-2.619543435035623	
PAM	0.0	0.0	0.055136923	-100000.0	-100000.0	-4.18083743197515	D
HOMER1	0.05952381	0.0	0.039269586	-4.0703893163498375	-100000.0	-4.670443801317023	
CNTN3	0.0	0.0	0.036703982	-100000.0	-100000.0	-4.767919600820258	D
HOMER2	0.018198362	0.089928058	0.10889292199999999	-5.780047587747699	-3.4750848757930157	-3.1990179124336513	
PARK2	0.10528532300000001	0.100664385	0.12131015	-3.2476237592922734	-3.312374745923961	-3.043227829325523	
HOMER3	0.172413793	0.056828945	0.018765247	-2.536052901105827	-4.137230257024863	-5.735792909764071	
PARN	0.039138942999999995	0.038197097	0.036751194	-4.675251395211373	-4.710393192949572	-4.7660650677197	
GGPS1	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
PAX1	0.274725275	0.142121158	0.227750526	-1.8639384489812767	-2.814806746010943	-2.1344737088876315	
GSTO1	0.107181136	0.036264733	0.035460992999999996	-3.2218770826928527	-4.7852889627064	-4.817623253760424	
PAX2	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
QKI	0.321474496	0.08376963400000001	0.220661986	-1.637223808201386	-3.5774288195599153	-2.1800899805981127	
PAX3	0.075046904	0.091642229	0.092867756	-3.736063633931133	-3.4478436402532897	-3.428678414841852	
NCR1	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
PAX4	0.126765665	0.127411722	0.036416606000000004	-2.979764056365826	-2.972430081866784	-4.779259719275927	
SLC22A18AS	0.0	0.0	0.047058824000000006	-100000.0	-100000.0	-4.409390921710751	
PAX5	0.127523911	0.0	0.019455253	-2.9711603141023812	-100000.0	-5.683696448247197	D
PAX6	0.063667233	0.020333469	0.0	-3.9733051242167474	-5.619999822001951	-100000.0	D
NEDD4	0.073421439	0.238970588	0.12905604699999998	-3.7676547994203564	-2.0650950296423844	-2.9539303535133996	
DRG1	0.018198362	0.074390924	0.017857143	-5.780047587747699	-3.748729572459074	-5.807354910516044	D
NCAM2	0.145322434	0.036258158	0.072371992	-2.7826706601738027	-4.785550555144016	-3.788424708218492	
NDUFV3	0.219167165	0.268404908	0.15452965	-2.1898964208588882	-1.897517042266845	-2.694044416602772	
NCBP1	0.103950104	0.026246718999999998	0.0	-3.266036893302824	-5.251719101406399	-100000.0	
NDUFV2	0.065189048	0.077474337	0.040958427	-3.939226583037327	-3.690137686022025	-4.609695879780462	
NCF2	0.104384134	0.143354495	0.020193861	-3.26002565059463	-2.8023409526909435	-5.62993941417158	
NDUFS8	0.0	0.0	0.087279075	-100000.0	-100000.0	-3.518220377984703	D
NCK1	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	
NDUFS6	0.018772292	0.09255831199999999	0.018878611	-5.7352513832307315	-3.4334936357380847	-5.727103567931374	D
NCL	0.0	0.040064103	0.0	-100000.0	-4.641546013391002	-100000.0	D
NDUFS5	0.075386355	0.075329567	0.191497511	-3.7295527717884642	-3.7306399531396033	-2.384602454127694	
NDUFS4	0.0	0.020563438	0.05888125599999999	-100000.0	-5.603774700977485	-4.086047743827405	D
NDUFV1	0.019109497	0.019204916000000002	0.0	-5.709566385564854	-5.702380536067083	-100000.0	D
NDUFA2	0.074390924	0.018518519	0.075443229	-3.748729572459074	-5.754887464653398	-3.7284647645226694	
NDUFS3	0.0	0.036476382	0.037467216	-100000.0	-4.776893550445106	-4.738227407523009	
CNOT4	0.089911886	0.018047284	0.108322802	-3.4753443427806627	-5.792074452637914	-3.2065911319989917	
ABCG2	0.138985407	0.021673169	0.0	-2.8469946821109047	-5.527946073430264	-100000.0	D
CDY2A	0.020580366	0.140816737	0.04097521	-5.6025875505122436	-2.8281092768790295	-4.609104846546824	
PDCL	0.058673968	0.074654722	0.28142589100000004	-4.09113562796238	-3.743622674350847	-1.8291730331962375	
CDYL	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
PAX9	0.103114044	0.058468135	0.019361084	-3.2776872555924346	-4.096205616401382	-5.690696460424421	
HAND1	0.04498425599999999	0.136425648	0.11195700900000001	-4.474436027555744	-2.8738131985899185	-3.1589832448298405	
PC	0.058719905999999995	0.09482268199999999	0.335008375	-4.090006531086828	-3.3986239904102833	-1.5777309323917648	
CYP7B1	0.242024202	0.243902439	0.07770007799999999	-2.046776773174491	-2.0356239098749906	-3.6859401428771745	
PCBD1	0.0	0.022075055	0.042725913	-100000.0	-5.501439157421781	-4.548744868932433	D
PCCA	0.10820559099999999	0.17901897600000002	0.175623463	-3.2081530495157815	-2.481815573710195	-2.509442495501021	
FADS2	0.176366843	0.036825631	0.036744442	-2.5033487354416164	-4.763145944003852	-4.766330146776734	
PCCB	0.117739403	0.038226300000000005	0.149840794	-3.0863308773196048	-4.709290624181798	-2.7384976453937964	
PCDH1	0.0	0.019171779	0.0	-100000.0	-5.704871975074589	-100000.0	D
SNRNP40	0.048309179	0.047092065	0.065775049	-4.371558854965679	-4.4083722031759365	-3.926315771628248	
PCDHGC3	0.027070926000000002	0.19990005	0.2019692	-5.207111951916757	-2.3226492619506796	-2.3077927939658522	
OLR1	0.122599101	0.103327134	0.140505821	-3.027979694876588	-3.2747089351001457	-2.8312981939509676	
PCDH7	0.081004455	0.116211505	0.116959064	-3.62585493573221	-3.1051751915080636	-3.0959244240380817	
PCDH8	0.21885828899999998	0.036094568	0.239763925	-2.1919310694996916	-4.792074452637913	-2.0603134884237115	
NDUFS1	0.14550745699999998	0.214669052	0.0	-2.780835004288192	-2.2198138764171444	-100000.0	
NDUFC2	0.022609089	0.040469446	0.019968051	-5.4669533277896925	-4.627023090174931	-5.6461626656986486	D
MSI1	0.0	0.037181632	0.162895928	-100000.0	-4.749266094433042	-2.617977554422531	
NDUFC1	0.059772862999999996	0.038654812999999996	0.077579519	-4.064365543163445	-4.693208131150441	-3.688180358716769	
MSN	0.061106019000000004	0.0	0.0	-4.032541695921119	-100000.0	-100000.0	
NDUFB10	0.019007793000000002	0.0	0.055596738	-5.717265159776543	-100000.0	-4.1688559508777265	D
MSR1	0.0	0.019688915	0.0	-100000.0	-5.666472579157343	-100000.0	D
NDUFB9	0.20457504199999998	0.277264325	0.38989974	-2.289297946769621	-1.8506660950140787	-1.3588249021955061	
MSRA	0.0	0.022286606	0.020673971	-100000.0	-5.4876792627145825	-5.596040665463597	D
NDUFB8	0.026034887000000003	0.0	0.0	-5.26341004480548	-100000.0	-100000.0	
MSX1	0.035612536	0.052779732999999995	0.125403081	-4.811471014833314	-4.243872137339991	-2.995355301063064	
